name,director,company,genre,year,gross
Gomorrah,Matteo Garrone,Fandango,Crime,2008,1577639
May Fools,Louis Malle,Nouvelles Éditions de Films (NEF),Comedy,1990,1576702
The Garbage Pail Kids Movie,Rod Amateau,Atlantic Entertainment Group,Adventure,1987,1576615
Veronica Guerin,Joel Schumacher,Touchstone Pictures,Biography,2003,1571504
Hamlet,Michael Almereyda,double A Films,Drama,2000,1568749
Another Woman,Woody Allen,Jack Rollins & Charles H. Joffe Productions,Drama,1988,1562749
A Late Quartet,Yaron Zilberman,Opening Night Productions,Drama,2012,1561577
A Handful of Dust,Charles Sturridge,Compact Yellowbill,Drama,1988,1560700
Truly Madly Deeply,Anthony Minghella,British Broadcasting Corporation (BBC),Comedy,1990,1554742
The Haunting of Morella,Jim Wynorski,Concorde-New Horizons,Horror,1990,1547867
Two Moon Junction,Zalman King,DDM Film Corporation,Drama,1988,1547397
A Royal Affair,Nikolaj Arcel,Zentropa Entertainments,Biography,2012,1546761
Withnail & I,Bruce Robinson,Cineplex-Odeon Films,Comedy,1987,1544889
One False Move,Carl Franklin,IRS Media,Crime,1992,1543112
Three for the Road,Bill Norton,Vista Organization,Drama,1987,1539000
Bully,Larry Clark,StudioCanal,Biography,2001,1537670
Live Flesh,Pedro Almodóvar,Deseo  El,Drama,1997,1535558
The Gingerbread Man,Robert Altman,Enchanter Entertainment,Thriller,1998,1534569
The Last of the Finest,John Mackenzie,Orion Pictures,Action,1990,1531489
Dogville,Lars von Trier,Zentropa Entertainments,Crime,2003,1530386
Josh and S.A.M.,Billy Weber,Castle Rock Entertainment,Adventure,1993,1528163
A Midnight Clear,Keith Gordon,A&M; Films,Drama,1992,1526697
Girlfight,Karyn Kusama,Green/Renzi,Drama,2000,1523941
Stepfather II,Jeff Burr,Incorporated Television Company (ITC),Horror,1989,1519796
Being Human,Bill Forsyth,Warner Bros.,Comedy,1994,1519366
Kon-Tiki,Joachim Rønning,Recorded Picture Company (RPC),Adventure,2012,1517410
Life Is Sweet,Mike Leigh,British Screen Productions,Comedy,1990,1516414
Leaving Normal,Edward Zwick,Mirage Entertainment,Comedy,1992,1514114
The City of Lost Children,Marc Caro,Club d'Investissement Média,Fantasy,1995,1513028
Jane Got a Gun,Gavin O'Connor,1821 Pictures,Action,2015,1512815
Streets,Katt Shea,Not specified,Action,1990,1510053
Oscar and Lucinda,Gillian Armstrong,Australian Film Finance Corporation (AFFC),Drama,1997,1508689
The Tale of the Princess Kaguya,Isao Takahata,Studio Ghibli,Animation,2013,1506975
Company Business,Nicholas Meyer,Pathé Entertainment,Action,1991,1501785
The Whistle Blower,Simon Langton,Portreeve,Thriller,1986,1500000
Beautiful Thing,Hettie Macdonald,Channel Four Films,Comedy,1996,1500000
M. Butterfly,David Cronenberg,Geffen Pictures,Drama,1993,1499795
Priceless,Pierre Salvadori,Les Films Pelléas,Comedy,2006,1499127
A Dangerous Woman,Stephen Gyllenhaal,Island World,Drama,1993,1497222
City of Industry,John Irvin,Largo Entertainment,Crime,1997,1495332
A Cry in the Wild,Mark Griffiths,Concorde Pictures,Action,1990,1494969
Sex and Lucia,Julio Medem,Alicia Produce,Drama,2001,1490177
Night Watch,Timur Bekmambetov,Bazelevs Production,Action,2004,1487477
Evelyn,Bruce Beresford,First Look International,Drama,2002,1483975
Toni Erdmann,Maren Ade,Komplizen Film,Comedy,2016,1478960
Welcome to the Sticks,Dany Boon,Pathé Renn Productions,Comedy,2008,1477650
My Mother's Castle,Yves Robert,Gaumont,Adventure,1990,1477071
The Diary of a Teenage Girl,Marielle Heller,Caviar,Drama,2015,1477002
Clockwise,Christopher Morahan,Thorn EMI Screen Entertainment,Comedy,1986,1476356
The Joneses,Derrick Borte,Echo Lake Entertainment,Drama,2009,1474508
Zebrahead,Anthony Drazan,Ixtlan,Drama,1992,1468300
Three Colors: White,Krzysztof Kieslowski,MK2 Productions,Comedy,1994,1464625
Mister Johnson,Bruce Beresford,Avenue Pictures Productions,Drama,1990,1464242
Paradise Now,Hany Abu-Assad,Augustus Film,Crime,2005,1452402
Under the Sand,François Ozon,Fidélité Productions,Drama,2000,1450106
Shadow of the Wolf,Jacques Dorfmann,Vision International,Adventure,1992,1448640
Nowhere Boy,Sam Taylor-Johnson,Ecosse Films,Biography,2009,1445366
Belizaire the Cajun,Glen Pitre,Cote Blanche Productions,Drama,1986,1444618
Greenfingers,Joel Hershman,Boneyard Entertainment,Comedy,2000,1439287
Love at Large,Alan Rudolph,David Blocker Productions,Comedy,1990,1436308
Two Days  One Night,Jean-Pierre Dardenne,Les Films du Fleuve,Drama,2014,1436243
Down by Law,Jim Jarmusch,Black Snake,Comedy,1986,1436000
A Prayer for the Dying,Mike Hodges,Samuel Goldwyn Company  The,Action,1987,1432687
Queen,Vikas Bahl,Viacom18 Motion Pictures,Adventure,2013,1429534
The Art of Getting By,Gavin Wiesen,Goldcrest Pictures,Drama,2011,1429260
I Hope They Serve Beer in Hell,Bob Gosse,Rudius Films,Comedy,2009,1425993
Death Machine,Stephen Norrington,Entertainment Film Distributors,Action,1994,1422749
Monsieur Hire,Patrice Leconte,Cinéa,Crime,1989,1417030
The Field,Jim Sheridan,Granada Television,Drama,1990,1414017
99 Homes,Ramin Bahrani,Broad Green Pictures,Drama,2014,1410915
The Notorious Bettie Page,Mary Harron,HBO Films,Biography,2005,1410778
Lovers: A True Story,Vicente Aranda,Pedro Costa Producciones Cinematográficas S.A.,Crime,1991,1407309
Where Angels Fear to Tread,Charles Sturridge,Sovereign Pictures,Drama,1991,1403033
Lolita,Adrian Lyne,Guild,Drama,1997,1400000
Courage Mountain,Christopher Leitch,Epic Productions,Family,1990,1393610
Penitentiary III,Jamaa Fanaka,Not specified,Comedy,1987,1392616
Repossessed,Bob Logan,Carolco Pictures,Comedy,1990,1382462
Book of Love,Robert Shaye,New Line Cinema,Comedy,1990,1382259
Girl Most Likely,Shari Springer Berman,Maven Pictures,Comedy,2012,1378426
Daddy's Dyin'... Who's Got the Will?,Jack Fisk,Artist Circle Entertainment,Comedy,1990,1373728
South Central,Stephen Milburn Anderson,Enchantment Films Inc.,Crime,1992,1373196
Everybody Wins,Karel Reisz,Recorded Picture Company (RPC),Drama,1990,1372350
Armed Response,Fred Olen Ray,Cinetel Films,Action,1986,1368912
Little Nemo: Adventures in Slumberland,Masami Hata,TMS Entertainment,Family,1989,1368210
I'm So Excited!,Pedro Almodóvar,Deseo  El,Comedy,2013,1367846
Locke,Steven Knight,IM Global,Drama,2013,1361423
Spanking the Monkey,David O. Russell,Buckeye Films,Comedy,1994,1359736
Gimme Shelter,Ron Krauss,Day Twenty- Eight Films,Drama,2013,1359563
Read My Lips,Jacques Audiard,Canal+,Crime,2001,1359133
Fuerza mayor,Ruben Östlund,Beofilm,Comedy,2014,1358561
Genius,Michael Grandage,Desert Wolf Productions,Biography,2016,1358018
The Devil's Double,Lee Tamahori,Corsan,Biography,2011,1357042
From a Whisper to a Scream,Jeff Burr,Conquest Productions,Action,1987,1355728
True Love,Nancy Savoca,United Artists,Comedy,1989,1354268
Kansas City,Robert Altman,CiBy 2000,Crime,1996,1353824
Platoon Leader,Aaron Norris,Cannon International,War,1988,1348771
La bicicleta verde,Haifaa Al-Mansour,Razor Film Produktion GmbH,Comedy,2012,1347578
Gas  Food Lodging,Allison Anders,Cineville,Drama,1992,1345236
At Play in the Fields of the Lord,Hector Babenco,The Saul Zaentz Company,Drama,1991,1342903
Dear Frankie,Shona Auerbach,Pathé Pictures International,Drama,2004,1340891
A Dirty Shame,John Waters,Fine Line Features,Comedy,2004,1339668
El principito,Mark Osborne,Onyx Films,Animation,2015,1339152
Henry Fool,Hal Hartley,Shooting Gallery,Comedy,1997,1338335
GoBots: Battle of the Rock Lords,Don Lusk,Hanna-Barbera Productions,Animation,1986,1338264
The Whales of August,Lindsay Anderson,Nelson Entertainment,Drama,1987,1338198
Certified Copy,Abbas Kiarostami,MK2 Productions,Drama,2010,1337384
The Navigator: A Medieval Odyssey,Vincent Ward,Arenafilm,Action,1988,1333379
El demonio neón,Nicolas Winding Refn,Space Rocket Nation,Horror,2016,1333124
El pasado,Asghar Farhadi,Memento Films Production,Drama,2013,1330596
Embrace of the Serpent,Ciro Guerra,Buffalo Films,Adventure,2015,1329249
Steele Justice,Robert Boris,Atlantic Entertainment Group,Action,1987,1327740
Thumbsucker,Mike Mills,Bob Yari Productions,Comedy,2005,1325073
Three Colors: Blue,Krzysztof Kieslowski,MK2 Productions,Drama,1993,1324974
Romero,John Duigan,Paulist Pictures,Biography,1989,1316495
Another Earth,Mike Cahill,Artists Public Domain,Drama,2011,1316074
Happy Endings,Don Roos,Lions Gate Films,Comedy,2005,1311633
Saints and Soldiers,Ryan Little,Go Films,Action,2003,1310470
The Good German,Steven Soderbergh,Sunset Gower Studios,Drama,2006,1308696
The Fourth War,John Frankenheimer,Aurora Productions LLC,Drama,1990,1305887
Personal Shopper,Olivier Assayas,CG Cinéma,Drama,2016,1305195
8 Million Ways to Die,Hal Ashby,Producers Sales Organization (PSO),Action,1986,1305114
Sylvia,Christine Jeffs,BBC Films,Biography,2003,1302242
Native Son,Jerrold Freedman,American Playhouse,Drama,1986,1301121
King of the Hill,Steven Soderbergh,Wildwood Enterprises,Drama,1993,1299318
Radioland Murders,Mel Smith,Universal Pictures,Comedy,1994,1299060
Funny Games,Michael Haneke,Celluloid Dreams,Crime,2007,1294640
The Hot Spot,Dennis Hopper,Orion Pictures,Crime,1990,1293976
Iris,Richard Eyre,British Broadcasting Corporation (BBC),Biography,2001,1292119
The Kings of Summer,Jordan Vogt-Roberts,Big Beach Films,Adventure,2013,1290312
Cecil B. DeMented,John Waters,Artic Productions LLC,Comedy,2000,1284646
Romance,Catherine Breillat,Flach Film,Drama,1999,1282941
Jesus' Son,Alison Maclean,Evenstar Films,Drama,1999,1282084
Tumbleweeds,Gavin O'Connor,Spanky Pictures,Drama,1999,1281176
The Road Home,Yimou Zhang,Columbia Pictures Film Production Asia,Drama,1999,1280090
The Rapture,Michael Tolkin,New Line Cinema,Drama,1991,1277401
Blue in the Face,Paul Auster,Miramax,Comedy,1995,1275999
Robot Jox,Stuart Gordon,Empire Pictures,Action,1989,1272977
'71,Yann Demange,Crab Apple Films,Action,2014,1268760
Roger Dodger,Dylan Kidd,Holedigger Films,Comedy,2002,1266828
City of Hope,John Sayles,Esperanza Films Inc.,Crime,1991,1264910
Phat Beach,Doug Ellin,Connection III Entertainment,Comedy,1996,1263945
Hideous Kinky,Gillies MacKinnon,AMLF,Adventure,1998,1262786
China Girl,Abel Ferrara,Great American Films Limited Partnership,Crime,1987,1262091
From Beyond,Stuart Gordon,Empire Pictures,Horror,1986,1261000
Olivier  Olivier,Agnieszka Holland,Oliane Productions,Drama,1992,1256355
Touch and Go,Robert Mandel,Kings Road Entertainment,Comedy,1986,1254040
The Best Intentions,Bille August,SVT Drama,Biography,1992,1253106
Kickboxer 2: The Road Back,Albert Pyun,Kings Road Entertainment,Action,1991,1250712
Lost Angels,Hugh Hudson,Not specified,Drama,1989,1247946
MVP: Most Valuable Primate,Robert Vince,Keystone Family Pictures,Comedy,2000,1246237
The Comfort of Strangers,Paul Schrader,Erre Produzioni,Drama,1990,1244381
For a Good Time  Call...,Jamie Travis,AdScott Pictures,Comedy,2012,1243961
Slumber Party Massacre III,Sally Mattison,Concorde Pictures,Comedy,1990,1242995
Car 54  Where Are You?,Bill Fishman,Orion Pictures,Comedy,1994,1238080
Take This Waltz,Sarah Polley,Joe's Daughter,Comedy,2011,1237514
Queen of Hearts,Jon Amiel,Channel Four Films,Comedy,1989,1236844
The Invisible Woman,Ralph Fiennes,BBC Films,Biography,2013,1234254
Toto the Hero,Jaco Van Dormael,Iblis Films,Comedy,1991,1228153
Slacker,Richard Linklater,Detour Filmproduction,Comedy,1991,1228108
The Funeral,Abel Ferrara,October Films,Crime,1996,1227324
Elephant,Gus Van Sant,HBO Films,Crime,2003,1227000
Vital Signs,Marisa Silver,Twentieth Century Fox Film Corporation,Drama,1990,1224605
Patty Hearst,Paul Schrader,Atlantic Entertainment Group,Biography,1988,1223326
Swades,Ashutosh Gowariker,Ashutosh Gowariker Productions Pvt. Ltd.,Drama,2004,1223240
Mr. North,Danny Huston,Heritage Entertainment Inc.,Comedy,1988,1221366
Nine Queens,Fabián Bielinsky,FX Sound,Crime,2000,1221261
The General,John Boorman,Irish Film Board,Biography,1998,1211865
Crimenes ocultos,Daniel Espinosa,Worldview Entertainment,Crime,2015,1206135
Like Stars on Earth,Aamir Khan,Aamir Khan Productions,Drama,2007,1204660
Mute Witness,Anthony Waller,Avrora Media,Horror,1995,1204430
Equilibrium,Kurt Wimmer,Dimension Films,Action,2002,1203974
Flawless,Michael Radford,Magnolia Pictures,Crime,2007,1200234
Nightwatch,Ole Bornedal,Dimension Films,Drama,1997,1200000
Cousin Bette,Des McAnuff,Fox Searchlight Pictures,Comedy,1998,1200000
Get Real,Simon Shore,Arts Council of England,Comedy,1998,1200000
District B13,Pierre Morel,EuropaCorp,Action,2004,1197786
Headhunters,Morten Tyldum,Yellow Bird,Crime,2011,1196752
Sammy and Rosie Get Laid,Stephen Frears,Channel Four Films,Comedy,1987,1196336
When Night Is Falling,Patricia Rozema,Alliance Communications Corporation,Drama,1995,1194152
Cool as Ice,David Kellogg,Alive Films,Comedy,1991,1193062
High Hopes,Mike Leigh,British Screen Productions,Comedy,1988,1192322
Return to Horror High,Bill Froehlich,Balcor Film Investors,Comedy,1987,1189709
The Lair of the White Worm,Ken Russell,White Lair,Comedy,1988,1189315
Kill the Irishman,Jonathan Hensleigh,Anchor Bay Films,Biography,2011,1187711
Me and Orson Welles,Richard Linklater,CinemaNX,Drama,2008,1186957
Saving Face,Alice Wu,Destination Films,Comedy,2004,1186323
4 Months  3 Weeks and 2 Days,Cristian Mungiu,Mobra Films,Drama,2007,1185783
Dylan Dog: Dead of Night,Kevin Munroe,Hyde Park Films,Action,2010,1183354
Year of the Gun,John Frankenheimer,Initial Films,Action,1991,1182273
Destiny Turns on the Radio,Jack Baran,Rysher Entertainment,Crime,1995,1176982
I Capture the Castle,Tim Fywell,British Broadcasting Corporation (BBC),Drama,2003,1174139
Find Me Guilty,Sidney Lumet,Yari Film Group Releasing,Biography,2006,1173673
The Boyfriend School,Malcolm Mowbray,Hemdale,Comedy,1990,1171762
Black Sea,Kevin Macdonald,Focus Features,Adventure,2014,1171559
Goodnight Mommy,Severin Fiala,Ulrich Seidl Film Produktion GmbH,Horror,2014,1168902
Permanent Midnight,David Veloz,JD Productions,Biography,1998,1166199
The Lords of Salem,Rob Zombie,Alliance,Horror,2012,1163508
Miss You Already,Catherine Hardwicke,S Films,Comedy,2015,1162653
The Flower of My Secret,Pedro Almodóvar,CiBy 2000,Drama,1995,1162000
To Sleep with Anger,Charles Burnett,SVS Films,Drama,1990,1161135
Romeo & Juliet,Carlo Carlei,Amber Entertainment,Drama,2013,1161089
The Unborn,Rodman Flender,Califilm,Drama,1991,1159578
The Hairdresser's Husband,Patrice Leconte,Lambart Productions,Comedy,1990,1155800
Peter Kenna's The Good Wife,Ken Cameron,Laughing Kookaburra Productions,Drama,1987,1155020
The Wrong Guys,Danny Bilson,Not specified,Comedy,1988,1152786
Infamous,Douglas McGrath,Warner Independent Pictures (WIP),Biography,2006,1150403
Nightflyers,Robert Collector,Vista Organization,Horror,1987,1149470
Living in Oblivion,Tom DiCillo,JDI Productions,Comedy,1995,1148752
Miracle Mile,Steve De Jarnatt,Hemdale,Action,1988,1145404
L.I.E.,Michael Cuesta,Alter Ego Entertainment,Crime,2001,1141829
Yi Yi,Edward Yang,1+2 Seisaku Iinkai,Drama,2000,1136776
Valmont relaciones peligrosas,Milos Forman,Renn Productions,Drama,1989,1132112
Half Moon Street,Bob Swaim,Edward R. Pressman Film,Thriller,1986,1131399
24 Hour Party People,Michael Winterbottom,Revolution Films,Biography,2002,1130379
The Deep Blue Sea,Terence Davies,Camberwell / Fly Films,Drama,2011,1124786
Héctor y el secreto de la felicidad,Peter Chelsom,Egoli Tossell Film,Adventure,2014,1121961
Secretos Peligrosos,Larysa Kondracki,Samuel Goldwyn Films,Action,2010,1120914
Freddie as F.R.O.7.,Jon Acevski,Hollywood Road Films,Animation,1992,1119368
Street Smart,Jerry Schatzberg,Golan-Globus Productions,Crime,1987,1119112
Sordid Lives,Del Shores,Daly-Harris Productions,Comedy,2000,1111273
Georgia,Ulu Grosbard,CiBy 2000,Drama,1995,1110104
The Rover,David Michôd,Porchlight Films,Action,2014,1109199
Heathers,Michael Lehmann,New World Pictures,Comedy,1988,1108462
Macbeth,Justin Kurzel,See-Saw Films,Drama,2015,1108247
Where the Heart Is,John Boorman,Touchstone Pictures,Comedy,1990,1106475
Red State,Kevin Smith,Harvey Boys  The,Action,2011,1104682
Retrato de amor,François Girard,Rhombus Media,Drama,2007,1103075
Mistress,Barry Primus,Meir Teper,Comedy,1992,1102469
Loving Annabelle,Katherine Brooks,Big Easy Pictures,Drama,2006,1100000
The Overnight,Patrick Brice,Duplass Brothers Productions,Comedy,2015,1100000
Heart of Dixie,Martin Davidson,Not specified,Drama,1989,1097333
The Longshot,Paul Bartel,Longshot,Comedy,1986,1096843
The Center of the World,Wayne Wang,Artisan Entertainment,Drama,2001,1096037
Little Odessa,James Gray,Fine Line Features,Crime,1994,1095885
Made in Dagenham,Nigel Cole,Audley Films,Biography,2010,1094798
Swimming to Cambodia,Jonathan Demme,The Swimming Company,Comedy,1987,1092911
Leviathan,Andrey Zvyagintsev,Non-Stop Productions,Drama,2014,1092800
What Just Happened,Barry Levinson,2929 Productions,Comedy,2008,1090947
Wired,Larry Peerce,FM Entertainment,Biography,1989,1089000
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,Felix Herngren,NICE FLX Pictures,Adventure,2013,1083762
84 Charing Cross Road,David Hugh Jones,Brooksfilms,Biography,1987,1083486
Housekeeping,Bill Forsyth,Columbia Pictures Corporation,Comedy,1987,1083282
The Machinist,Brad Anderson,Filmax Group,Drama,2004,1082715
Crush,John McKay,Film Council,Comedy,2001,1080072
Blood and Wine,Bob Rafelson,Recorded Picture Company (RPC),Crime,1996,1075288
Together,Lukas Moodysson,Memfis Film,Comedy,2000,1069156
What Maisie Knew,Scott McGehee,Red Crown Productions,Drama,2012,1065000
The Mother,Roger Michell,BBC Films,Drama,2003,1062253
Tierra de nadie,Danis Tanovic,Noé Productions,Drama,2001,1059830
Thanks for Sharing,Stuart Blumberg,Class 5 Films,Comedy,2012,1059239
Kafka,Steven Soderbergh,Baltimore Pictures,Drama,1991,1059071
Wonderland,James Cox,Lions Gate Films,Crime,2003,1056102
Bad Moon,Eric Red,Morgan Creek Productions,Horror,1996,1055525
An Angel at My Table,Jane Campion,Hibiscus Films,Biography,1990,1054638
Joyeux Noel,Christian Carion,Nord-Ouest Productions,Drama,2005,1054361
Velvet Goldmine,Todd Haynes,Channel Four Films,Drama,1998,1053788
Light Sleeper,Paul Schrader,Carolco Pictures,Crime,1992,1050861
Chuck & Buck,Miguel Arteta,Artisan Entertainment,Comedy,2000,1050600
Money for Nothing,Ramón Menéndez,Permut Presentations,Comedy,1993,1044824
Animal Kingdom,David Michôd,Porchlight Films,Crime,2010,1044039
Ghost in the Shell 2: Innocence,Mamoru Oshii,Bandai Visual Company,Animation,2004,1043896
Casino Jack,George Hickenlooper,An Olive Branch Productions,Biography,2010,1039869
Naked in New York,Daniel Algrant,Some Film,Comedy,1993,1038959
Dead Man,Jim Jarmusch,Pandora Filmproduktion,Drama,1995,1037847
Kahaani,Sujoy Ghosh,Boundscript,Drama,2012,1035953
Waterland,Stephen Gyllenhaal,British Screen Productions,Drama,1992,1034287
Certain Women,Kelly Reichardt,Film Science,Drama,2016,1032942
Hidden Agenda,Ken Loach,Hemdale,Drama,1990,1030938
Kill Your Darlings,John Krokidas,Killer Films,Biography,2013,1029949
A Home at the End of the World,Michael Mayer,Hart-Sharp Entertainment,Drama,2004,1029872
Welcome Home,Franklin J. Schaffner,Columbia Pictures Corporation,Drama,1989,1029822
The Thing Called Love,Peter Bogdanovich,Paramount Pictures,Comedy,1993,1029721
Aria,Robert Altman,Lightyear Entertainment,Comedy,1987,1028679
Sepultado,Rodrigo Cortés,Audiovisual Aval SGR,Drama,2010,1028658
